brightness,shutter_speed
14279,105049
14280,105042
14281,105035
14282,105027
14283,105020
14284,105013
14285,105005
14286,104998
14287,104991
14288,104983
14289,104976
14290,104969
14291,104961
14292,104954
14293,104946
14294,104939
14295,104932
14296,104924
14297,104917
14298,104910
14299,104902
14300,104895
14301,104888
14302,104880
14303,104873
14304,104866
14305,104858
14306,104851
14307,104844
14308,104836
14309,104829
14310,104822
14311,104814
14312,104807
14313,104800
14314,104793
14315,104785
14316,104778
14317,104771
14318,104763
14319,104756
14320,104749
14321,104741
14322,104734
14323,104727
14324,104719
14325,104712
14326,104705
14327,104697
14328,104690
14329,104683
14330,104676
14331,104668
14332,104661
14333,104654
14334,104646
14335,104639
14336,104632
14337,104624
14338,104617
14339,104610
14340,104603
14341,104595
14342,104588
14343,104581
14344,104573
14345,104566
14346,104559
14347,104551
14348,104544
14349,104537
14350,104530
14351,104522
14352,104515
14353,104508
14354,104500
14355,104493
14356,104486
14357,104479
14358,104471
14359,104464
14360,104457
14361,104450
14362,104442
14363,104435
14364,104428
14365,104420
14366,104413
14367,104406
14368,104399
14369,104391
14370,104384
14371,104377
14372,104370
14373,104362
14374,104355
14375,104348
14376,104341
14377,104333
14378,104326
14379,104319
14380,104312
14381,104304
14382,104297
14383,104290
14384,104283
14385,104275
14386,104268
14387,104261
14388,104254
14389,104246
14390,104239
14391,104232
14392,104225
14393,104217
14394,104210
14395,104203
14396,104196
14397,104188
14398,104181
14399,104174
14400,104167
14401,104159
14402,104152
14403,104145
14404,104138
14405,104131
14406,104123
14407,104116
14408,104109
14409,104102
14410,104094
14411,104087
14412,104080
14413,104073
14414,104065
14415,104058
14416,104051
14417,104044
14418,104037
14419,104029
14420,104022
14421,104015
14422,104008
14423,104001
14424,103993
14425,103986
14426,103979
14427,103972
14428,103965
14429,103957
14430,103950
14431,103943
14432,103936
14433,103928
14434,103921
14435,103914
14436,103907
14437,103900
14438,103893
14439,103885
14440,103878
14441,103871
14442,103864
14443,103857
14444,103849
14445,103842
14446,103835
14447,103828
14448,103821
14449,103813
14450,103806
14451,103799
14452,103792
14453,103785
14454,103778
14455,103770
14456,103763
14457,103756
14458,103749
14459,103742
14460,103734
14461,103727
14462,103720
14463,103713
14464,103706
14465,103699
14466,103691
14467,103684
14468,103677
14469,103670
14470,103663
14471,103656
14472,103648
14473,103641
14474,103634
14475,103627
14476,103620
14477,103613
14478,103605
14479,103598
14480,103591
14481,103584
14482,103577
14483,103570
14484,103563
14485,103555
14486,103548
14487,103541
14488,103534
14489,103527
14490,103520
14491,103513
14492,103505
14493,103498
14494,103491
14495,103484
14496,103477
14497,103470
14498,103463
14499,103455
14500,103448
14501,103441
14502,103434
14503,103427
14504,103420
14505,103413
14506,103405
14507,103398
14508,103391
14509,103384
14510,103377
14511,103370
14512,103363
14513,103356
14514,103348
14515,103341
14516,103334
14517,103327
14518,103320
14519,103313
14520,103306
14521,103299
14522,103292
14523,103284
14524,103277
14525,103270
14526,103263
14527,103256
14528,103249
14529,103242
14530,103235
14531,103228
14532,103220
14533,103213
14534,103206
14535,103199
14536,103192
14537,103185
14538,103178
14539,103171
14540,103164
14541,103157
14542,103149
14543,103142
14544,103135
14545,103128
14546,103121
14547,103114
14548,103107
14549,103100
14550,103093
14551,103086
14552,103079
14553,103072
14554,103064
14555,103057
14556,103050
14557,103043
14558,103036
14559,103029
14560,103022
14561,103015
14562,103008
14563,103001
14564,102994
14565,102987
14566,102980
14567,102972
14568,102965
14569,102958
14570,102951
14571,102944
14572,102937
14573,102930
14574,102923
14575,102916
14576,102909
14577,102902
14578,102895
14579,102888
14580,102881
14581,102874
14582,102867
14583,102859
14584,102852
14585,102845
14586,102838
14587,102831
14588,102824
14589,102817
14590,102810
14591,102803
14592,102796
14593,102789
14594,102782
14595,102775
14596,102768
14597,102761
14598,102754
14599,102747
14600,102740
14601,102733
14602,102726
14603,102719
14604,102712
14605,102705
14606,102698
14607,102690
14608,102683
14609,102676
14610,102669
14611,102662
14612,102655
14613,102648
14614,102641
14615,102634
14616,102627
14617,102620
14618,102613
14619,102606
14620,102599
14621,102592
14622,102585
14623,102578
14624,102571
14625,102564
14626,102557
14627,102550
14628,102543
14629,102536
14630,102529
14631,102522
14632,102515
14633,102508
14634,102501
14635,102494
14636,102487
14637,102480
14638,102473
14639,102466
14640,102459
14641,102452
14642,102445
14643,102438
14644,102431
14645,102424
14646,102417
14647,102410
14648,102403
14649,102396
14650,102389
14651,102382
14652,102375
14653,102368
14654,102361
14655,102354
14656,102347
14657,102340
14658,102333
14659,102326
14660,102319
14661,102312
14662,102305
14663,102298
14664,102291
14665,102284
14666,102277
14667,102270
14668,102263
14669,102256
14670,102249
14671,102243
14672,102236
14673,102229
14674,102222
14675,102215
14676,102208
14677,102201
14678,102194
14679,102187
14680,102180
14681,102173
14682,102166
14683,102159
14684,102152
14685,102145
14686,102138
14687,102131
14688,102124
14689,102117
14690,102110
14691,102103
14692,102096
14693,102089
14694,102082
14695,102076
14696,102069
14697,102062
14698,102055
14699,102048
14700,102041
14701,102034
14702,102027
14703,102020
14704,102013
14705,102006
14706,101999
14707,101992
14708,101985
14709,101978
14710,101971
14711,101965
14712,101958
14713,101951
14714,101944
14715,101937
14716,101930
14717,101923
14718,101916
14719,101909
14720,101902
14721,101895
14722,101888
14723,101881
14724,101874
14725,101868
14726,101861
14727,101854
14728,101847
14729,101840
14730,101833
14731,101826
14732,101819
14733,101812
14734,101805
14735,101798
14736,101792
14737,101785
14738,101778
14739,101771
14740,101764
14741,101757
14742,101750
14743,101743
14744,101736
14745,101729
14746,101723
14747,101716
14748,101709
14749,101702
14750,101695
14751,101688
14752,101681
14753,101674
14754,101667
14755,101660
14756,101654
14757,101647
14758,101640
14759,101633
14760,101626
14761,101619
14762,101612
14763,101605
14764,101598
14765,101592
14766,101585
14767,101578
14768,101571
14769,101564
14770,101557
14771,101550
14772,101543
14773,101537
14774,101530
14775,101523
14776,101516
14777,101509
14778,101502
14779,101495
14780,101488
14781,101482
14782,101475
14783,101468
14784,101461
14785,101454
14786,101447
14787,101440
14788,101434
14789,101427
14790,101420
14791,101413
14792,101406
14793,101399
14794,101392
14795,101386
14796,101379
14797,101372
14798,101365
14799,101358
14800,101351
14801,101345
14802,101338
14803,101331
14804,101324
14805,101317
14806,101310
14807,101303
14808,101297
14809,101290
14810,101283
14811,101276
14812,101269
14813,101262
14814,101256
14815,101249
14816,101242
14817,101235
14818,101228
14819,101221
14820,101215
14821,101208
14822,101201
14823,101194
14824,101187
14825,101180
14826,101174
14827,101167
14828,101160
14829,101153
14830,101146
14831,101140
14832,101133
14833,101126
14834,101119
14835,101112
14836,101105
14837,101099
14838,101092
14839,101085
14840,101078
14841,101071
14842,101065
14843,101058
14844,101051
14845,101044
14846,101037
14847,101031
14848,101024
14849,101017
14850,101010
14851,101003
14852,100996
14853,100990
14854,100983
14855,100976
14856,100969
14857,100963
14858,100956
14859,100949
14860,100942
14861,100935
14862,100929
14863,100922
14864,100915
14865,100908
14866,100901
14867,100895
14868,100888
14869,100881
14870,100874
14871,100867
14872,100861
14873,100854
14874,100847
14875,100840
14876,100834
14877,100827
14878,100820
14879,100813
14880,100806
14881,100800
14882,100793
14883,100786
14884,100779
14885,100773
14886,100766
14887,100759
14888,100752
14889,100746
14890,100739
14891,100732
14892,100725
14893,100718
14894,100712
14895,100705
14896,100698
14897,100691
14898,100685
14899,100678
14900,100671
14901,100664
14902,100658
14903,100651
14904,100644
14905,100637
14906,100631
14907,100624
14908,100617
14909,100610
14910,100604
14911,100597
14912,100590
14913,100583
14914,100577
14915,100570
14916,100563
14917,100556
14918,100550
14919,100543
14920,100536
14921,100529
14922,100523
14923,100516
14924,100509
14925,100503
14926,100496
14927,100489
14928,100482
14929,100476
14930,100469
14931,100462
14932,100455
14933,100449
14934,100442
14935,100435
14936,100428
14937,100422
14938,100415
14939,100408
14940,100402
14941,100395
14942,100388
14943,100381
14944,100375
14945,100368
14946,100361
14947,100355
14948,100348
14949,100341
14950,100334
14951,100328
14952,100321
14953,100314
14954,100308
14955,100301
14956,100294
14957,100287
14958,100281
14959,100274
14960,100267
14961,100261
14962,100254
14963,100247
14964,100241
14965,100234
14966,100227
14967,100220
14968,100214
14969,100207
14970,100200
14971,100194
14972,100187
14973,100180
14974,100174
14975,100167
14976,100160
14977,100154
14978,100147
14979,100140
14980,100134
14981,100127
14982,100120
14983,100113
14984,100107
14985,100100
14986,100093
14987,100087
14988,100080
14989,100073
14990,100067
14991,100060
14992,100053
14993,100047
14994,100040
14995,100033
14996,100027
14997,100020
14998,100013
14999,100007
15000,100000
15001,99993
15002,99987
15003,99980
15004,99973
15005,99967
15006,99960
15007,99953
15008,99947
15009,99940
15010,99933
15011,99927
15012,99920
15013,99913
15014,99907
15015,99900
15016,99893
15017,99887
15018,99880
15019,99873
15020,99867
15021,99860
15022,99854
15023,99847
15024,99840
15025,99834
15026,99827
15027,99820
15028,99814
15029,99807
15030,99800
15031,99794
15032,99787
15033,99780
15034,99774
15035,99767
15036,99761
15037,99754
15038,99747
15039,99741
15040,99734
15041,99727
15042,99721
15043,99714
15044,99708
15045,99701
15046,99694
15047,99688
15048,99681
15049,99674
15050,99668
15051,99661
15052,99655
15053,99648
15054,99641
15055,99635
15056,99628
15057,99621
15058,99615
15059,99608
15060,99602
15061,99595
15062,99588
15063,99582
15064,99575
15065,99569
15066,99562
15067,99555
15068,99549
15069,99542
15070,99536
15071,99529
15072,99522
15073,99516
15074,99509
15075,99502
15076,99496
15077,99489
15078,99483
15079,99476
15080,99469
15081,99463
15082,99456
15083,99450
15084,99443
15085,99437
15086,99430
15087,99423
15088,99417
15089,99410
15090,99404
15091,99397
15092,99390
15093,99384
15094,99377
15095,99371
15096,99364
15097,99357
15098,99351
15099,99344
15100,99338
15101,99331
15102,99325
15103,99318
15104,99311
15105,99305
15106,99298
15107,99292
15108,99285
15109,99279
15110,99272
15111,99265
15112,99259
15113,99252
15114,99246
15115,99239
15116,99233
15117,99226
15118,99219
15119,99213
15120,99206
15121,99200
15122,99193
15123,99187
15124,99180
15125,99174
15126,99167
15127,99160
15128,99154
15129,99147
15130,99141
15131,99134
15132,99128
15133,99121
15134,99115
15135,99108
15136,99101
15137,99095
15138,99088
15139,99082
15140,99075
15141,99069
15142,99062
15143,99056
15144,99049
15145,99043
15146,99036
15147,99030
15148,99023
15149,99016
15150,99010
15151,99003
15152,98997
15153,98990
15154,98984
15155,98977
15156,98971
15157,98964
15158,98958
15159,98951
15160,98945
15161,98938
15162,98932
15163,98925
15164,98918
15165,98912
15166,98905
15167,98899
15168,98892
15169,98886
15170,98879
15171,98873
15172,98866
15173,98860
15174,98853
15175,98847
15176,98840
15177,98834
15178,98827
15179,98821
15180,98814
15181,98808
15182,98801
15183,98795
15184,98788
15185,98782
15186,98775
15187,98769
15188,98762
15189,98756
15190,98749
15191,98743
15192,98736
15193,98730
15194,98723
15195,98717
15196,98710
15197,98704
15198,98697
15199,98691
15200,98684
15201,98678
15202,98671
15203,98665
15204,98658
15205,98652
15206,98645
15207,98639
15208,98632
15209,98626
15210,98619
15211,98613
15212,98606
15213,98600
15214,98593
15215,98587
15216,98580
15217,98574
15218,98567
15219,98561
15220,98555
15221,98548
15222,98542
15223,98535
15224,98529
15225,98522
15226,98516
15227,98509
15228,98503
15229,98496
15230,98490
15231,98483
15232,98477
15233,98470
15234,98464
15235,98457
15236,98451
15237,98445
15238,98438
15239,98432
15240,98425
15241,98419
15242,98412
15243,98406
15244,98399
15245,98393
15246,98386
15247,98380
15248,98374
15249,98367
15250,98361
15251,98354
15252,98348
15253,98341
15254,98335
15255,98328
15256,98322
15257,98316
15258,98309
15259,98303
15260,98296
15261,98290
15262,98283
15263,98277
15264,98270
15265,98264
15266,98258
15267,98251
15268,98245
15269,98238
15270,98232
15271,98225
15272,98219
15273,98213
15274,98206
15275,98200
15276,98193
15277,98187
15278,98180
15279,98174
15280,98168
15281,98161
15282,98155
15283,98148
15284,98142
15285,98135
15286,98129
15287,98123
15288,98116
15289,98110
15290,98103
15291,98097
15292,98091
15293,98084
15294,98078
15295,98071
15296,98065
15297,98058
15298,98052
15299,98046
15300,98039
15301,98033
15302,98026
15303,98020
15304,98014
15305,98007
15306,98001
15307,97994
15308,97988
15309,97982
15310,97975
15311,97969
15312,97962
15313,97956
15314,97950
15315,97943
15316,97937
15317,97930
15318,97924
15319,97918
15320,97911
15321,97905
15322,97898
15323,97892
15324,97886
15325,97879
15326,97873
15327,97867
15328,97860
15329,97854
15330,97847
15331,97841
15332,97835
15333,97828
15334,97822
15335,97815
15336,97809
15337,97803
15338,97796
15339,97790
15340,97784
15341,97777
15342,97771
15343,97764
15344,97758
15345,97752
15346,97745
15347,97739
15348,97733
15349,97726
15350,97720
15351,97714
15352,97707
15353,97701
15354,97694
15355,97688
15356,97682
15357,97675
15358,97669
15359,97663
15360,97656
15361,97650
15362,97644
15363,97637
15364,97631
15365,97624
15366,97618
15367,97612
15368,97605
15369,97599
15370,97593
15371,97586
15372,97580
15373,97574
15374,97567
15375,97561
15376,97555
15377,97548
15378,97542
15379,97536
15380,97529
15381,97523
15382,97517
15383,97510
15384,97504
15385,97498
15386,97491
15387,97485
15388,97479
15389,97472
15390,97466
15391,97460
15392,97453
15393,97447
15394,97441
15395,97434
15396,97428
15397,97422
15398,97415
15399,97409
15400,97403
15401,97396
15402,97390
15403,97384
15404,97377
15405,97371
15406,97365
15407,97358
15408,97352
15409,97346
15410,97339
15411,97333
15412,97327
15413,97320
15414,97314
15415,97308
15416,97302
15417,97295
15418,97289
15419,97283
15420,97276
15421,97270
15422,97264
15423,97257
15424,97251
15425,97245
15426,97238
15427,97232
15428,97226
15429,97220
15430,97213
15431,97207
15432,97201
15433,97194
15434,97188
15435,97182
15436,97175
15437,97169
15438,97163
15439,97157
15440,97150
15441,97144
15442,97138
15443,97131
15444,97125
15445,97119
15446,97113
15447,97106
15448,97100
15449,97094
15450,97087
15451,97081
15452,97075
15453,97069
15454,97062
15455,97056
15456,97050
15457,97043
15458,97037
15459,97031
15460,97025
15461,97018
15462,97012
15463,97006
15464,96999
15465,96993
15466,96987
15467,96981
15468,96974
15469,96968
15470,96962
15471,96956
15472,96949
15473,96943
15474,96937
15475,96931
15476,96924
15477,96918
15478,96912
15479,96905
15480,96899
15481,96893
15482,96887
15483,96880
15484,96874
15485,96868
15486,96862
15487,96855
15488,96849
15489,96843
15490,96837
15491,96830
15492,96824
15493,96818
15494,96812
15495,96805
15496,96799
15497,96793
15498,96787
15499,96780
15500,96774
15501,96768
15502,96762
15503,96755
15504,96749
15505,96743
15506,96737
15507,96731
15508,96724
15509,96718
15510,96712
15511,96706
15512,96699
15513,96693
15514,96687
15515,96681
15516,96674
15517,96668
15518,96662
15519,96656
15520,96649
15521,96643
15522,96637
15523,96631
15524,96625
15525,96618
15526,96612
15527,96606
15528,96600
15529,96593
15530,96587
15531,96581
15532,96575
15533,96569
15534,96562
15535,96556
15536,96550
15537,96544
15538,96538
15539,96531
15540,96525
15541,96519
15542,96513
15543,96506
15544,96500
15545,96494
15546,96488
15547,96482
15548,96475
15549,96469
15550,96463
15551,96457
15552,96451
15553,96444
15554,96438
15555,96432
15556,96426
15557,96420
15558,96413
15559,96407
15560,96401
15561,96395
15562,96389
15563,96382
15564,96376
15565,96370
15566,96364
15567,96358
15568,96351
15569,96345
15570,96339
15571,96333
15572,96327
15573,96321
15574,96314
15575,96308
15576,96302
15577,96296
15578,96290
15579,96283
15580,96277
15581,96271
15582,96265
15583,96259
15584,96253
15585,96246
15586,96240
15587,96234
15588,96228
15589,96222
15590,96216
15591,96209
15592,96203
15593,96197
15594,96191
15595,96185
15596,96179
15597,96172
15598,96166
15599,96160
15600,96154
15601,96148
15602,96142
15603,96135
15604,96129
15605,96123
15606,96117
15607,96111
15608,96105
15609,96098
15610,96092
15611,96086
15612,96080
15613,96074
15614,96068
15615,96061
15616,96055
15617,96049
15618,96043
15619,96037
15620,96031
15621,96025
15622,96018
15623,96012
15624,96006
15625,96000
15626,95994
15627,95988
15628,95982
15629,95975
15630,95969
15631,95963
15632,95957
15633,95951
15634,95945
15635,95939
15636,95932
15637,95926
15638,95920
15639,95914
15640,95908
15641,95902
15642,95896
15643,95890
15644,95883
15645,95877
15646,95871
15647,95865
15648,95859
15649,95853
15650,95847
15651,95841
15652,95834
15653,95828
15654,95822
15655,95816
15656,95810
15657,95804
15658,95798
15659,95792
15660,95785
15661,95779
15662,95773
15663,95767
15664,95761
15665,95755
15666,95749
15667,95743
15668,95737
15669,95730
15670,95724
15671,95718
15672,95712
15673,95706
15674,95700
15675,95694
15676,95688
15677,95682
15678,95675
15679,95669
15680,95663
15681,95657
15682,95651
15683,95645
15684,95639
15685,95633
15686,95627
15687,95621
15688,95614
15689,95608
15690,95602
15691,95596
15692,95590
15693,95584
15694,95578
15695,95572
15696,95566
15697,95560
15698,95554
15699,95547
15700,95541
15701,95535
15702,95529
15703,95523
15704,95517
15705,95511
15706,95505
15707,95499
15708,95493
15709,95487
15710,95481
15711,95475
15712,95468
15713,95462
15714,95456
15715,95450
15716,95444
15717,95438
15718,95432
15719,95426
15720,95420
15721,95414
15722,95408
15723,95402
15724,95396
15725,95390
15726,95383
15727,95377
15728,95371
15729,95365
15730,95359
15731,95353
15732,95347
15733,95341
15734,95335
15735,95329
15736,95323
15737,95317
15738,95311
15739,95305
15740,95299
15741,95293
15742,95286
15743,95280
15744,95274
15745,95268
15746,95262
15747,95256
15748,95250
15749,95244
15750,95238
15751,95232
15752,95226
15753,95220
15754,95214
15755,95208
15756,95202
15757,95196
15758,95190
15759,95184
15760,95178
15761,95172
15762,95166
15763,95160
15764,95154
15765,95147
15766,95141
15767,95135
15768,95129
15769,95123
15770,95117
15771,95111
15772,95105
15773,95099
15774,95093
15775,95087
15776,95081
15777,95075
15778,95069
15779,95063
15780,95057
15781,95051
15782,95045
15783,95039
15784,95033
15785,95027
15786,95021
15787,95015
15788,95009
15789,95003
15790,94997
15791,94991
15792,94985
15793,94979
15794,94973
15795,94967
15796,94961
15797,94955
15798,94949
15799,94943
15800,94937
15801,94931
15802,94925
15803,94919
15804,94913
15805,94907
15806,94901
15807,94895
15808,94889
15809,94883
15810,94877
15811,94871
15812,94865
15813,94859
15814,94853
15815,94847
15816,94841
15817,94835
15818,94829
15819,94823
15820,94817
15821,94811
15822,94805
15823,94799
15824,94793
15825,94787
15826,94781
15827,94775
15828,94769
15829,94763
15830,94757
15831,94751
15832,94745
15833,94739
15834,94733
15835,94727
15836,94721
15837,94715
15838,94709
15839,94703
15840,94697
15841,94691
15842,94685
15843,94679
15844,94673
15845,94667
15846,94661
15847,94655
15848,94649
15849,94643
15850,94637
15851,94631
15852,94625
15853,94619
15854,94613
15855,94607
15856,94601
15857,94595
15858,94589
15859,94584
15860,94578
15861,94572
15862,94566
15863,94560
15864,94554
15865,94548
15866,94542
15867,94536
15868,94530
15869,94524
15870,94518
15871,94512
15872,94506
15873,94500
15874,94494
15875,94488
15876,94482
15877,94476
15878,94470
15879,94464
15880,94458
15881,94452
15882,94447
15883,94441
15884,94435
15885,94429
15886,94423
15887,94417
15888,94411
15889,94405
15890,94399
15891,94393
15892,94387
15893,94381
15894,94375
15895,94369
15896,94363
15897,94357
15898,94351
15899,94346
15900,94340
15901,94334
15902,94328
15903,94322
15904,94316
15905,94310
15906,94304
15907,94298
15908,94292
15909,94286
15910,94280
15911,94274
15912,94268
15913,94263
15914,94257
15915,94251
15916,94245
15917,94239
15918,94233
15919,94227
15920,94221
15921,94215
15922,94209
15923,94203
15924,94197
15925,94192
15926,94186
15927,94180
15928,94174
15929,94168
15930,94162
15931,94156
15932,94150
15933,94144
15934,94138
15935,94132
15936,94127
15937,94121
15938,94115
15939,94109
15940,94103
15941,94097
15942,94091
15943,94085
15944,94079
15945,94073
15946,94067
15947,94062
15948,94056
15949,94050
15950,94044
15951,94038
15952,94032
15953,94026
15954,94020
15955,94014
15956,94009
15957,94003
15958,93997
15959,93991
15960,93985
15961,93979
15962,93973
15963,93967
15964,93961
15965,93956
15966,93950
15967,93944
15968,93938
15969,93932
15970,93926
15971,93920
15972,93914
15973,93908
15974,93903
15975,93897
15976,93891
15977,93885
15978,93879
15979,93873
15980,93867
15981,93861
15982,93856
15983,93850
15984,93844
15985,93838
15986,93832
15987,93826
15988,93820
15989,93814
15990,93809
15991,93803
15992,93797
15993,93791
15994,93785
15995,93779
15996,93773
15997,93768
15998,93762
15999,93756
16000,93750
16001,93744
16002,93738
16003,93732
16004,93727
16005,93721
16006,93715
16007,93709
16008,93703
16009,93697
16010,93691
16011,93686
16012,93680
16013,93674
16014,93668
16015,93662
16016,93656
16017,93650
16018,93645
16019,93639
16020,93633
16021,93627
16022,93621
16023,93615
16024,93610
16025,93604
16026,93598
16027,93592
16028,93586
16029,93580
16030,93575
16031,93569
16032,93563
16033,93557
16034,93551
16035,93545
16036,93540
16037,93534
16038,93528
16039,93522
16040,93516
16041,93510
16042,93505
16043,93499
16044,93493
16045,93487
16046,93481
16047,93475
16048,93470
16049,93464
16050,93458
16051,93452
16052,93446
16053,93440
16054,93435
16055,93429
16056,93423
16057,93417
16058,93411
16059,93406
16060,93400
16061,93394
16062,93388
16063,93382
16064,93376
16065,93371
16066,93365
16067,93359
16068,93353
16069,93347
16070,93342
16071,93336
16072,93330
16073,93324
16074,93318
16075,93313
16076,93307
16077,93301
16078,93295
16079,93289
16080,93284
16081,93278
16082,93272
16083,93266
16084,93260
16085,93255
16086,93249
16087,93243
16088,93237
16089,93231
16090,93226
16091,93220
16092,93214
16093,93208
16094,93202
16095,93197
16096,93191
16097,93185
16098,93179
16099,93173
16100,93168
16101,93162
16102,93156
16103,93150
16104,93145
16105,93139
16106,93133
16107,93127
16108,93121
16109,93116
16110,93110
16111,93104
16112,93098
16113,93093
16114,93087
16115,93081
16116,93075
16117,93069
16118,93064
16119,93058
16120,93052
16121,93046
16122,93041
16123,93035
16124,93029
16125,93023
16126,93017
16127,93012
16128,93006
16129,93000
16130,92994
16131,92989
16132,92983
16133,92977
16134,92971
16135,92966
16136,92960
16137,92954
16138,92948
16139,92943
16140,92937
16141,92931
16142,92925
16143,92920
16144,92914
16145,92908
16146,92902
16147,92897
16148,92891
16149,92885
16150,92879
16151,92874
16152,92868
16153,92862
16154,92856
16155,92851
16156,92845
16157,92839
16158,92833
16159,92828
16160,92822
16161,92816
16162,92810
16163,92805
16164,92799
16165,92793
16166,92787
16167,92782
16168,92776
16169,92770
16170,92764
16171,92759
16172,92753
16173,92747
16174,92741
16175,92736
16176,92730
16177,92724
16178,92719
16179,92713
16180,92707
16181,92701
16182,92696
16183,92690
16184,92684
16185,92678
16186,92673
16187,92667
16188,92661
16189,92656
16190,92650
16191,92644
16192,92638
16193,92633
16194,92627
16195,92621
16196,92615
16197,92610
16198,92604
16199,92598
16200,92593
16201,92587
16202,92581
16203,92575
16204,92570
16205,92564
16206,92558
16207,92553
16208,92547
16209,92541
16210,92535
16211,92530
16212,92524
16213,92518
16214,92513
16215,92507
16216,92501
16217,92496
16218,92490
16219,92484
16220,92478
16221,92473
16222,92467
16223,92461
16224,92456
16225,92450
16226,92444
16227,92439
16228,92433
16229,92427
16230,92421
16231,92416
16232,92410
16233,92404
16234,92399
16235,92393
16236,92387
16237,92382
16238,92376
16239,92370
16240,92365
16241,92359
16242,92353
16243,92347
16244,92342
16245,92336
16246,92330
16247,92325
16248,92319
16249,92313
16250,92308
16251,92302
16252,92296
16253,92291
16254,92285
16255,92279
16256,92274
16257,92268
16258,92262
16259,92257
16260,92251
16261,92245
16262,92240
16263,92234
16264,92228
16265,92223
16266,92217
16267,92211
16268,92206
16269,92200
16270,92194
16271,92189
16272,92183
16273,92177
16274,92172
16275,92166
16276,92160
16277,92155
16278,92149
16279,92143
16280,92138
16281,92132
16282,92126
16283,92121
16284,92115
16285,92109
16286,92104
16287,92098
16288,92092
16289,92087
16290,92081
16291,92075
16292,92070
16293,92064
16294,92058
16295,92053
16296,92047
16297,92041
16298,92036
16299,92030
16300,92025
16301,92019
16302,92013
16303,92008
16304,92002
16305,91996
16306,91991
16307,91985
16308,91979
16309,91974
16310,91968
16311,91962
16312,91957
16313,91951
16314,91946
16315,91940
16316,91934
16317,91929
16318,91923
16319,91917
16320,91912
16321,91906
16322,91901
16323,91895
16324,91889
16325,91884
16326,91878
16327,91872
16328,91867
16329,91861
16330,91855
16331,91850
16332,91844
16333,91839
16334,91833
16335,91827
16336,91822
16337,91816
16338,91811
16339,91805
16340,91799
16341,91794
16342,91788
16343,91782
16344,91777
16345,91771
16346,91766
16347,91760
16348,91754
16349,91749
16350,91743
16351,91738
16352,91732
16353,91726
16354,91721
16355,91715
16356,91709
16357,91704
16358,91698
16359,91693
16360,91687
16361,91681
16362,91676
16363,91670
16364,91665
16365,91659
16366,91653
16367,91648
16368,91642
16369,91637
16370,91631
16371,91625
16372,91620
16373,91614
16374,91609
16375,91603
16376,91597
16377,91592
16378,91586
16379,91581
16380,91575
16381,91570
16382,91564
16383,91558
16384,91553
16385,91547
16386,91542
16387,91536
16388,91530
16389,91525
16390,91519
16391,91514
16392,91508
16393,91502
16394,91497
16395,91491
16396,91486
16397,91480
16398,91475
16399,91469
16400,91463
16401,91458
16402,91452
16403,91447
16404,91441
16405,91436
16406,91430
16407,91424
16408,91419
16409,91413
16410,91408
16411,91402
16412,91397
16413,91391
16414,91385
16415,91380
16416,91374
16417,91369
16418,91363
16419,91358
16420,91352
16421,91346
16422,91341
16423,91335
16424,91330
16425,91324
16426,91319
16427,91313
16428,91308
16429,91302
16430,91296
16431,91291
16432,91285
16433,91280
16434,91274
16435,91269
16436,91263
16437,91258
16438,91252
16439,91246
16440,91241
16441,91235
16442,91230
16443,91224
16444,91219
16445,91213
16446,91208
16447,91202
16448,91196
16449,91191
16450,91185
16451,91180
16452,91174
16453,91169
16454,91163
16455,91158
16456,91152
16457,91147
16458,91141
16459,91136
16460,91130
16461,91124
16462,91119
16463,91113
16464,91108
16465,91102
16466,91097
16467,91091
16468,91086
16469,91080
16470,91075
16471,91069
16472,91064
16473,91058
16474,91053
16475,91047
16476,91042
16477,91036
16478,91030
16479,91025
16480,91019
16481,91014
16482,91008
16483,91003
16484,90997
16485,90992
16486,90986
16487,90981
16488,90975
16489,90970
16490,90964
16491,90959
16492,90953
16493,90948
16494,90942
16495,90937
16496,90931
16497,90926
16498,90920
16499,90915
16500,90909
16501,90904
16502,90898
16503,90893
16504,90887
16505,90882
16506,90876
16507,90871
16508,90865
16509,90860
16510,90854
16511,90849
16512,90843
16513,90838
16514,90832
16515,90827
16516,90821
16517,90816
16518,90810
16519,90805
16520,90799
16521,90794
16522,90788
16523,90783
16524,90777
16525,90772
16526,90766
16527,90761
16528,90755
16529,90750
16530,90744
16531,90739
16532,90733
16533,90728
16534,90722
16535,90717
16536,90711
16537,90706
16538,90700
16539,90695
16540,90689
16541,90684
16542,90678
16543,90673
16544,90667
16545,90662
16546,90656
16547,90651
16548,90645
16549,90640
16550,90634
16551,90629
16552,90623
16553,90618
16554,90613
16555,90607
16556,90602
16557,90596
16558,90591
16559,90585
16560,90580
16561,90574
16562,90569
16563,90563
16564,90558
16565,90552
16566,90547
16567,90541
16568,90536
16569,90531
16570,90525
16571,90520
16572,90514
16573,90509
16574,90503
16575,90498
16576,90492
16577,90487
16578,90481
16579,90476
16580,90470
16581,90465
16582,90460
16583,90454
16584,90449
16585,90443
16586,90438
16587,90432
16588,90427
16589,90421
16590,90416
16591,90410
16592,90405
16593,90400
16594,90394
16595,90389
16596,90383
16597,90378
16598,90372
16599,90367
16600,90361
16601,90356
16602,90351
16603,90345
16604,90340
16605,90334
16606,90329
16607,90323
16608,90318
16609,90312
